record,fs_used,signal_std,max_abs_autocorr,n_peaks,prominence,distance_samples,reason
p10528\p10528_s16,250,0.9999999999999999,5000.0,17,0.1,75,ok
p10528\p10528_s17,250,1.0,5000.000000000001,16,0.1,75,ok
p10528\p10528_s18,250,1.0,5000.0,6,0.1,75,ok
p10528\p10528_s19,250,1.0,4999.999999999998,10,0.1,75,ok
p10528\p10528_s20,250,0.9999999999999998,5000.000000000002,14,0.1,75,ok
p10528\p10528_s21,250,0.9999999999999998,5000.000000000001,15,0.1,75,ok
p10528\p10528_s22,250,1.0,4999.999999999998,17,0.1,75,ok
p10528\p10528_s23,250,1.0,4999.999999999999,11,0.1,75,ok
p10528\p10528_s24,250,1.0,5000.000000000001,11,0.1,75,ok
p10528\p10528_s25,250,1.0,5000.0,14,0.1,75,ok
p10528\p10528_s26,250,1.0,4999.999999999998,15,0.1,75,ok
p10528\p10528_s27,250,1.0,4999.999999999999,12,0.1,75,ok
p10528\p10528_s28,250,0.9999999999999999,5000.000000000001,7,0.1,75,ok
p10528\p10528_s29,250,1.0,5000.000000000001,9,0.1,75,ok
p10528\p10528_s30,250,1.0,4999.999999999998,18,0.1,75,ok
p10528\p10528_s31,250,1.0,5000.000000000002,10,0.1,75,ok
p10528\p10528_s32,250,1.0,5000.0,13,0.1,75,ok
p10528\p10528_s33,250,1.0,5000.000000000001,12,0.1,75,ok
p10528\p10528_s34,250,1.0,5000.000000000001,14,0.1,75,ok
p10528\p10528_s35,250,1.0,4999.999999999999,16,0.1,75,ok
p10528\p10528_s36,250,1.0,5000.0,14,0.1,75,ok
p10528\p10528_s37,250,0.9999999999999999,5000.0,8,0.1,75,ok
p10528\p10528_s38,250,1.0,5000.000000000001,12,0.1,75,ok
p10528\p10528_s39,250,0.9999999999999999,5000.000000000001,10,0.1,75,ok
p10528\p10528_s40,250,0.9999999999999999,5000.000000000001,4,0.1,75,ok
p10528\p10528_s41,250,1.0,5000.0,6,0.1,75,ok
p10528\p10528_s42,250,1.0,5000.000000000001,13,0.1,75,ok
p10528\p10528_s43,250,1.0,5000.000000000001,15,0.1,75,ok
p10528\p10528_s44,250,0.9999999999999998,5000.000000000002,16,0.1,75,ok
p10528\p10528_s45,250,1.0,5000.0,9,0.1,75,ok
p10528\p10528_s46,250,1.0,5000.000000000003,16,0.1,75,ok
p10528\p10528_s47,250,1.0,5000.000000000002,8,0.1,75,ok
p10528\p10528_s48,250,1.0,5000.0,14,0.1,75,ok
p10528\p10528_s49,250,1.0,5000.000000000001,13,0.1,75,ok
p10529\p10529_s00,250,1.0,5000.0,1,0.1,75,insufficient_peaks
p10529\p10529_s01,250,0.9999999999999999,4999.999999999998,12,0.1,75,ok
p10529\p10529_s02,250,1.0,4999.999999999999,21,0.1,75,ok
p10529\p10529_s03,250,0.9999999999999999,5000.000000000001,11,0.1,75,ok
p10529\p10529_s04,250,1.0,5000.0,20,0.1,75,ok
p10529\p10529_s05,250,0.9999999999999998,5000.000000000001,23,0.1,75,ok
p10529\p10529_s06,250,1.0,5000.0,16,0.1,75,ok
p10529\p10529_s07,250,1.0,5000.0,20,0.1,75,ok
p10529\p10529_s08,250,1.0,5000.0,16,0.1,75,ok
p10529\p10529_s09,250,1.0,4999.999999999999,12,0.1,75,ok
p10529\p10529_s10,250,1.0,4999.999999999999,20,0.1,75,ok
p10529\p10529_s11,250,1.0,5000.0,23,0.1,75,ok
p10529\p10529_s12,250,1.0,4999.999999999999,25,0.1,75,ok
p10529\p10529_s13,250,1.0,5000.0,24,0.1,75,ok
p10529\p10529_s14,250,1.0,5000.000000000001,21,0.1,75,ok
p10529\p10529_s15,250,1.0,4999.999999999999,16,0.1,75,ok
p10529\p10529_s16,250,1.0,5000.000000000001,25,0.1,75,ok
p10529\p10529_s17,250,0.9999999999999999,5000.000000000002,23,0.1,75,ok
p10529\p10529_s18,250,1.0,5000.000000000003,22,0.1,75,ok
p10529\p10529_s19,250,1.0,5000.000000000002,23,0.1,75,ok
p10529\p10529_s20,250,0.9999999999999999,4999.999999999999,20,0.1,75,ok
p10529\p10529_s21,250,1.0,5000.000000000002,21,0.1,75,ok
p10529\p10529_s22,250,0.9999999999999999,5000.000000000001,18,0.1,75,ok
p10529\p10529_s23,250,1.0,4999.999999999999,21,0.1,75,ok
p10529\p10529_s24,250,1.0,4999.999999999998,20,0.1,75,ok
p10529\p10529_s25,250,0.9999999999999999,5000.000000000001,22,0.1,75,ok
p10529\p10529_s26,250,1.0,4999.999999999998,19,0.1,75,ok
p10529\p10529_s27,250,1.0,5000.0,21,0.1,75,ok
p10529\p10529_s28,250,1.0,5000.0,19,0.1,75,ok
p10529\p10529_s29,250,0.9999999999999998,5000.000000000001,6,0.1,75,ok
p10529\p10529_s30,250,0.9999999999999999,4999.999999999998,18,0.1,75,ok
p10529\p10529_s31,250,1.0,4999.999999999999,3,0.1,75,ok
p10529\p10529_s32,250,1.0,5000.000000000001,17,0.1,75,ok
p10529\p10529_s33,250,1.0,4999.999999999999,20,0.1,75,ok
p10529\p10529_s34,250,1.0,5000.0,22,0.1,75,ok
p10529\p10529_s35,250,1.0,5000.000000000001,22,0.1,75,ok
p10529\p10529_s36,250,1.0,4999.999999999999,13,0.1,75,ok
p10529\p10529_s37,250,1.0,5000.000000000001,14,0.1,75,ok
p10529\p10529_s38,250,1.0,4999.999999999998,26,0.1,75,ok
p10529\p10529_s39,250,0.9999999999999999,5000.000000000001,13,0.1,75,ok
p10529\p10529_s40,250,1.0,5000.000000000003,13,0.1,75,ok
p10529\p10529_s41,250,1.0,5000.0,19,0.1,75,ok
p10529\p10529_s42,250,1.0,5000.000000000001,18,0.1,75,ok
p10529\p10529_s43,250,1.0,5000.000000000002,19,0.1,75,ok
p10529\p10529_s44,250,0.9999999999999999,5000.000000000001,10,0.1,75,ok
p10529\p10529_s45,250,1.0,5000.000000000001,19,0.1,75,ok
p10529\p10529_s46,250,1.0,4999.999999999998,18,0.1,75,ok
p10529\p10529_s47,250,1.0,4999.999999999999,18,0.1,75,ok
p10529\p10529_s48,250,1.0,5000.0,5,0.1,75,ok
p10529\p10529_s49,250,1.0,4999.999999999999,19,0.1,75,ok
p10530\p10530_s00,250,1.0,4999.999999999999,27,0.1,75,ok
p10530\p10530_s01,250,1.0,5000.0,20,0.1,75,ok
p10530\p10530_s02,250,1.0,5000.0,8,0.1,75,ok
p10530\p10530_s03,250,1.0,4999.999999999999,25,0.1,75,ok
p10530\p10530_s04,250,1.0,5000.000000000001,24,0.1,75,ok
p10530\p10530_s05,250,0.9999999999999999,5000.0,20,0.1,75,ok
p10530\p10530_s06,250,1.0,5000.0,12,0.1,75,ok
p10530\p10530_s07,250,0.9999999999999999,5000.000000000001,25,0.1,75,ok
p10530\p10530_s08,250,1.0,5000.000000000001,23,0.1,75,ok
p10530\p10530_s09,250,1.0,5000.000000000001,21,0.1,75,ok
p10530\p10530_s10,250,1.0,5000.000000000001,29,0.1,75,ok
p10530\p10530_s11,250,1.0,4999.999999999999,26,0.1,75,ok
p10530\p10530_s12,250,1.0,4999.999999999999,25,0.1,75,ok
p10530\p10530_s13,250,0.9999999999999999,5000.000000000001,26,0.1,75,ok
p10530\p10530_s14,250,0.9999999999999999,5000.000000000001,27,0.1,75,ok
p10530\p10530_s15,250,0.9999999999999999,5000.000000000001,22,0.1,75,ok
p10530\p10530_s16,250,1.0,5000.0,25,0.1,75,ok
p10530\p10530_s17,250,1.0,4999.999999999999,2,0.1,75,ok
p10530\p10530_s18,250,1.0,5000.0,3,0.1,75,ok
p10530\p10530_s19,250,1.0,5000.000000000002,21,0.1,75,ok
p10530\p10530_s20,250,0.9999999999999999,5000.000000000001,22,0.1,75,ok
p10530\p10530_s21,250,0.9999999999999998,5000.000000000002,23,0.1,75,ok
p10530\p10530_s22,250,1.0,5000.000000000001,18,0.1,75,ok
p10530\p10530_s23,250,1.0,4999.999999999998,6,0.1,75,ok
p10530\p10530_s24,250,1.0,5000.000000000003,3,0.1,75,ok
p10530\p10530_s25,250,1.0000000000000002,4999.999999999998,7,0.1,75,ok
p10530\p10530_s26,250,1.0,5000.0,28,0.1,75,ok
p10530\p10530_s27,250,1.0,5000.000000000002,27,0.1,75,ok
p10530\p10530_s28,250,1.0,5000.0,25,0.1,75,ok
p10530\p10530_s29,250,0.9999999999999999,5000.000000000001,35,0.1,75,ok
p10530\p10530_s30,250,0.9999999999999999,5000.000000000003,26,0.1,75,ok
p10530\p10530_s31,250,1.0,5000.000000000002,21,0.1,75,ok
p10530\p10530_s32,250,1.0,5000.000000000001,28,0.1,75,ok
p10530\p10530_s33,250,0.9999999999999998,5000.000000000001,27,0.1,75,ok
p10530\p10530_s34,250,1.0,5000.000000000002,29,0.1,75,ok
p10530\p10530_s35,250,1.0,4999.999999999997,26,0.1,75,ok
p10530\p10530_s36,250,1.0,5000.0,21,0.1,75,ok
p10530\p10530_s37,250,0.9999999999999999,5000.000000000004,22,0.1,75,ok
p10530\p10530_s38,250,1.0,5000.000000000001,27,0.1,75,ok
p10530\p10530_s39,250,1.0,5000.000000000001,26,0.1,75,ok
p10530\p10530_s40,250,0.9999999999999999,5000.0,24,0.1,75,ok
p10530\p10530_s41,250,1.0,4999.999999999999,11,0.1,75,ok
p10530\p10530_s42,250,1.0,5000.000000000001,23,0.1,75,ok
p10530\p10530_s43,250,1.0000000000000002,4999.999999999999,18,0.1,75,ok
p10530\p10530_s44,250,1.0,5000.0,32,0.1,75,ok
p10530\p10530_s45,250,1.0,4999.999999999998,30,0.1,75,ok
p10530\p10530_s46,250,1.0000000000000002,5000.0,25,0.1,75,ok
p10530\p10530_s47,250,1.0,5000.000000000001,30,0.1,75,ok
p10530\p10530_s48,250,1.0,5000.000000000001,31,0.1,75,ok
p10530\p10530_s49,250,1.0,5000.000000000001,24,0.1,75,ok
p10531\p10531_s00,250,0.9999999999999999,5000.000000000001,2,0.1,75,ok
p10531\p10531_s01,250,1.0,5000.000000000001,12,0.1,75,ok
p10531\p10531_s02,250,1.0,5000.000000000001,4,0.1,75,ok
p10531\p10531_s03,250,0.9999999999999999,5000.000000000001,15,0.1,75,ok
p10531\p10531_s04,250,1.0,5000.000000000001,15,0.1,75,ok
p10531\p10531_s05,250,1.0,5000.0,11,0.1,75,ok
p10531\p10531_s06,250,1.0,5000.0,12,0.1,75,ok
p10531\p10531_s07,250,1.0,5000.0,13,0.1,75,ok
p10531\p10531_s08,250,1.0,4999.999999999999,11,0.1,75,ok
p10531\p10531_s09,250,1.0,4999.999999999999,7,0.1,75,ok
p10531\p10531_s10,250,1.0,5000.0,11,0.1,75,ok
p10531\p10531_s11,250,1.0,4999.999999999999,9,0.1,75,ok
p10531\p10531_s12,250,1.0,4999.999999999998,11,0.1,75,ok
p10531\p10531_s13,250,1.0,4999.999999999999,9,0.1,75,ok
p10531\p10531_s14,250,1.0,5000.000000000001,11,0.1,75,ok
p10531\p10531_s15,250,0.9999999999999999,4999.999999999998,15,0.1,75,ok
p10531\p10531_s16,250,1.0,5000.0,9,0.1,75,ok
p10531\p10531_s17,250,1.0,4999.999999999999,6,0.1,75,ok
p10531\p10531_s18,250,1.0,5000.0,11,0.1,75,ok
p10531\p10531_s19,250,1.0,5000.000000000001,11,0.1,75,ok
p10531\p10531_s20,250,1.0,5000.0,7,0.1,75,ok
p10531\p10531_s21,250,1.0,4999.999999999999,8,0.1,75,ok
p10531\p10531_s22,250,1.0,5000.0,12,0.1,75,ok
p10531\p10531_s23,250,1.0,5000.000000000001,10,0.1,75,ok
p10531\p10531_s24,250,0.9999999999999999,5000.000000000001,10,0.1,75,ok
p10531\p10531_s25,250,1.0,4999.999999999999,13,0.1,75,ok
p10531\p10531_s26,250,1.0,5000.000000000001,15,0.1,75,ok
p10531\p10531_s27,250,1.0,4999.999999999999,13,0.1,75,ok
p10531\p10531_s28,250,1.0,5000.0,10,0.1,75,ok
p10531\p10531_s29,250,1.0,5000.0,13,0.1,75,ok
p10531\p10531_s30,250,0.9999999999999999,5000.000000000002,16,0.1,75,ok
p10531\p10531_s31,250,1.0,4999.999999999999,14,0.1,75,ok
p10531\p10531_s32,250,1.0,4999.999999999999,8,0.1,75,ok
p10531\p10531_s33,250,1.0,5000.0,19,0.1,75,ok
p10531\p10531_s34,250,1.0,5000.0,14,0.1,75,ok
p10531\p10531_s35,250,0.9999999999999999,4999.999999999999,8,0.1,75,ok
p10531\p10531_s36,250,0.9999999999999999,5000.000000000001,5,0.1,75,ok
p10531\p10531_s37,250,1.0000000000000002,5000.0,10,0.1,75,ok
p10531\p10531_s38,250,1.0,5000.000000000001,16,0.1,75,ok
p10531\p10531_s39,250,1.0,5000.000000000001,9,0.1,75,ok
p10531\p10531_s40,250,1.0,4999.999999999999,7,0.1,75,ok
p10531\p10531_s41,250,0.9999999999999999,5000.0,13,0.1,75,ok
p10531\p10531_s42,250,1.0000000000000002,4999.999999999998,10,0.1,75,ok
p10531\p10531_s43,250,1.0,5000.000000000001,13,0.1,75,ok
p10531\p10531_s44,250,0.9999999999999998,5000.000000000001,12,0.1,75,ok
p10531\p10531_s45,250,1.0,4999.999999999997,14,0.1,75,ok
p10531\p10531_s46,250,1.0000000000000002,5000.0,9,0.1,75,ok
p10531\p10531_s47,250,1.0,5000.000000000001,10,0.1,75,ok
p10531\p10531_s48,250,0.9999999999999998,5000.0,19,0.1,75,ok
p10531\p10531_s49,250,1.0,5000.0,13,0.1,75,ok
p10532\p10532_s00,250,1.0,5000.000000000001,19,0.1,75,ok
p10532\p10532_s01,250,0.9999999999999999,5000.0,22,0.1,75,ok
p10532\p10532_s02,250,0.9999999999999998,5000.0,28,0.1,75,ok
p10532\p10532_s03,250,1.0,4999.999999999999,28,0.1,75,ok
p10532\p10532_s04,250,1.0,5000.000000000001,22,0.1,75,ok
p10532\p10532_s05,250,1.0,5000.0,21,0.1,75,ok
p10532\p10532_s06,250,0.9999999999999998,5000.0,1,0.1,75,insufficient_peaks
p10532\p10532_s07,250,1.0,5000.000000000001,20,0.1,75,ok
p10532\p10532_s08,250,0.9999999999999998,4999.999999999999,22,0.1,75,ok
p10532\p10532_s09,250,1.0,5000.000000000001,18,0.1,75,ok
p10532\p10532_s10,250,1.0,5000.000000000002,22,0.1,75,ok
p10532\p10532_s11,250,1.0,4999.999999999999,25,0.1,75,ok
p10532\p10532_s12,250,1.0,5000.000000000001,25,0.1,75,ok
p10532\p10532_s13,250,1.0,5000.0,22,0.1,75,ok
p10532\p10532_s14,250,1.0,5000.0,21,0.1,75,ok
p10532\p10532_s15,250,1.0,4999.999999999999,22,0.1,75,ok
p10532\p10532_s16,250,1.0,5000.0,21,0.1,75,ok
p10532\p10532_s17,250,0.9999999999999998,5000.000000000003,20,0.1,75,ok
p10532\p10532_s18,250,0.9999999999999999,5000.000000000002,19,0.1,75,ok
p10532\p10532_s19,250,1.0,5000.000000000001,18,0.1,75,ok
p10532\p10532_s20,250,1.0,4999.999999999998,24,0.1,75,ok
p10532\p10532_s21,250,1.0,5000.000000000001,20,0.1,75,ok
p10532\p10532_s22,250,0.9999999999999999,5000.000000000002,20,0.1,75,ok
p10532\p10532_s23,250,1.0,5000.000000000001,21,0.1,75,ok
p10532\p10532_s24,250,1.0,5000.000000000002,18,0.1,75,ok
p10532\p10532_s25,250,1.0,4999.999999999999,18,0.1,75,ok
p10532\p10532_s26,250,1.0,5000.000000000002,22,0.1,75,ok
p10532\p10532_s27,250,0.9999999999999999,5000.000000000001,25,0.1,75,ok
p10532\p10532_s28,250,1.0,4999.999999999998,17,0.1,75,ok
p10532\p10532_s29,250,1.0,4999.999999999998,21,0.1,75,ok
p10532\p10532_s30,250,1.0,4999.999999999999,22,0.1,75,ok
p10532\p10532_s31,250,1.0000000000000002,4999.999999999999,21,0.1,75,ok
p10532\p10532_s32,250,1.0000000000000002,5000.0,19,0.1,75,ok
p10532\p10532_s33,250,1.0,5000.0,27,0.1,75,ok
p10532\p10532_s34,250,1.0,5000.000000000001,24,0.1,75,ok
p10532\p10532_s35,250,1.0,4999.999999999998,21,0.1,75,ok
p10532\p10532_s36,250,0.9999999999999999,5000.000000000002,20,0.1,75,ok
p10532\p10532_s37,250,1.0,4999.999999999999,21,0.1,75,ok
p10532\p10532_s38,250,0.9999999999999998,5000.000000000002,11,0.1,75,ok
p10532\p10532_s39,250,1.0,5000.0,22,0.1,75,ok
p10532\p10532_s40,250,1.0,5000.0,25,0.1,75,ok
p10532\p10532_s41,250,1.0,5000.0,15,0.1,75,ok
p10532\p10532_s42,250,1.0,4999.999999999998,22,0.1,75,ok
p10532\p10532_s43,250,1.0,5000.000000000001,25,0.1,75,ok
p10532\p10532_s44,250,1.0,4999.999999999999,24,0.1,75,ok
p10532\p10532_s45,250,0.9999999999999999,5000.000000000001,22,0.1,75,ok
p10532\p10532_s46,250,1.0,4999.999999999998,22,0.1,75,ok
p10532\p10532_s47,250,1.0,5000.0,21,0.1,75,ok
p10532\p10532_s48,250,1.0,5000.000000000002,23,0.1,75,ok
p10532\p10532_s49,250,0.9999999999999999,5000.000000000001,23,0.1,75,ok
p10533\p10533_s00,250,1.0000000000000002,5000.000000000001,4,0.1,75,ok
p10533\p10533_s01,250,1.0,5000.000000000001,4,0.1,75,ok
p10533\p10533_s02,250,0.9999999999999999,4999.999999999998,17,0.1,75,ok
p10533\p10533_s03,250,0.9999999999999999,4999.999999999999,6,0.1,75,ok
p10533\p10533_s04,250,1.0,4999.999999999999,5,0.1,75,ok
p10533\p10533_s05,250,1.0,5000.0,6,0.1,75,ok
p10533\p10533_s06,250,1.0,5000.0,21,0.1,75,ok
p10533\p10533_s07,250,1.0,5000.0,19,0.1,75,ok
p10533\p10533_s08,250,1.0,4999.999999999999,10,0.1,75,ok
p10533\p10533_s09,250,1.0,5000.0,15,0.1,75,ok
p10533\p10533_s10,250,1.0,5000.0,11,0.1,75,ok
p10533\p10533_s11,250,1.0,4999.999999999998,14,0.1,75,ok
p10533\p10533_s12,250,1.0,5000.0,10,0.1,75,ok
p10533\p10533_s13,250,1.0,4999.999999999999,14,0.1,75,ok
p10533\p10533_s14,250,1.0,5000.0,13,0.1,75,ok
p10533\p10533_s15,250,1.0,4999.999999999999,9,0.1,75,ok
p10533\p10533_s16,250,1.0,4999.999999999998,7,0.1,75,ok
p10533\p10533_s17,250,0.9999999999999999,5000.000000000002,15,0.1,75,ok
p10533\p10533_s18,250,1.0,5000.0,11,0.1,75,ok
p10533\p10533_s19,250,1.0,4999.999999999997,15,0.1,75,ok
p10533\p10533_s20,250,1.0,5000.0,12,0.1,75,ok
p10533\p10533_s21,250,1.0,5000.000000000001,14,0.1,75,ok
p10533\p10533_s22,250,0.9999999999999999,5000.000000000002,17,0.1,75,ok
p10533\p10533_s23,250,0.9999999999999999,4999.999999999999,11,0.1,75,ok
p10533\p10533_s24,250,1.0,5000.000000000001,19,0.1,75,ok
p10533\p10533_s25,250,1.0,4999.999999999999,10,0.1,75,ok
p10533\p10533_s26,250,0.9999999999999999,5000.000000000001,13,0.1,75,ok
p10533\p10533_s27,250,0.9999999999999999,5000.000000000001,1,0.1,75,insufficient_peaks
p10533\p10533_s28,250,1.0,4999.999999999998,6,0.1,75,ok
p10533\p10533_s29,250,0.9999999999999998,5000.000000000002,8,0.1,75,ok
p10533\p10533_s30,250,1.0,4999.999999999998,17,0.1,75,ok
p10533\p10533_s31,250,1.0,5000.0,6,0.1,75,ok
p10533\p10533_s32,250,1.0,5000.000000000001,5,0.1,75,ok
p10533\p10533_s33,250,0.9999999999999998,5000.000000000002,11,0.1,75,ok
p10533\p10533_s34,250,1.0,4999.999999999999,11,0.1,75,ok
p10533\p10533_s35,250,1.0,5000.000000000003,5,0.1,75,ok
p10533\p10533_s36,250,1.0,4999.999999999998,6,0.1,75,ok
p10533\p10533_s37,250,1.0,5000.000000000001,4,0.1,75,ok
p10533\p10533_s38,250,0.9999999999999999,5000.000000000001,15,0.1,75,ok
p10533\p10533_s39,250,1.0,5000.0,6,0.1,75,ok
p10533\p10533_s40,250,1.0,5000.0,18,0.1,75,ok
p10533\p10533_s41,250,1.0,5000.000000000001,15,0.1,75,ok
p10533\p10533_s42,250,1.0,5000.000000000001,14,0.1,75,ok
p10533\p10533_s43,250,1.0,4999.999999999999,15,0.1,75,ok
p10533\p10533_s44,250,1.0,5000.000000000002,12,0.1,75,ok
p10533\p10533_s45,250,1.0,5000.0,11,0.1,75,ok
p10533\p10533_s46,250,1.0,4999.999999999998,6,0.1,75,ok
p10533\p10533_s47,250,0.9999999999999999,5000.000000000003,3,0.1,75,ok
p10533\p10533_s48,250,1.0,4999.999999999999,7,0.1,75,ok
p10533\p10533_s49,250,1.0000000000000002,4999.999999999998,15,0.1,75,ok
p10534\p10534_s00,250,1.0,5000.000000000001,4,0.1,75,ok
p10534\p10534_s01,250,1.0,4999.999999999999,8,0.1,75,ok
p10534\p10534_s02,250,0.9999999999999999,5000.000000000002,10,0.1,75,ok
p10534\p10534_s03,250,1.0,5000.000000000003,7,0.1,75,ok
p10534\p10534_s04,250,0.9999999999999998,5000.000000000001,7,0.1,75,ok
p10534\p10534_s05,250,1.0,5000.000000000001,7,0.1,75,ok
p10534\p10534_s06,250,0.9999999999999999,5000.000000000001,14,0.1,75,ok
p10534\p10534_s07,250,1.0,5000.0,20,0.1,75,ok
p10534\p10534_s08,250,1.0,5000.000000000001,8,0.1,75,ok
p10534\p10534_s09,250,1.0,5000.000000000001,9,0.1,75,ok
p10534\p10534_s10,250,0.9999999999999999,5000.0,8,0.1,75,ok
p10534\p10534_s11,250,1.0,4999.999999999999,10,0.1,75,ok
p10534\p10534_s12,250,1.0,5000.000000000001,11,0.1,75,ok
p10534\p10534_s13,250,1.0,4999.999999999999,16,0.1,75,ok
p10534\p10534_s14,250,1.0,5000.000000000001,10,0.1,75,ok
p10534\p10534_s15,250,1.0,4999.999999999998,15,0.1,75,ok
p10534\p10534_s16,250,0.9999999999999999,5000.000000000001,6,0.1,75,ok
p10534\p10534_s17,250,1.0,5000.000000000001,10,0.1,75,ok
p10534\p10534_s18,250,1.0,5000.000000000002,13,0.1,75,ok
p10534\p10534_s19,250,1.0,5000.000000000001,18,0.1,75,ok
p10534\p10534_s20,250,1.0,5000.0,13,0.1,75,ok
p10534\p10534_s21,250,0.9999999999999999,5000.000000000001,14,0.1,75,ok
p10534\p10534_s22,250,1.0,5000.000000000001,12,0.1,75,ok
p10534\p10534_s23,250,1.0,4999.999999999999,7,0.1,75,ok
p10534\p10534_s24,250,1.0,4999.999999999999,5,0.1,75,ok
p10534\p10534_s25,250,0.9999999999999998,5000.000000000001,10,0.1,75,ok
p10534\p10534_s26,250,1.0,4999.999999999999,12,0.1,75,ok
p10534\p10534_s27,250,1.0,5000.000000000001,17,0.1,75,ok
p10534\p10534_s28,250,1.0000000000000002,4999.999999999999,3,0.1,75,ok
p10534\p10534_s29,250,1.0,5000.000000000002,8,0.1,75,ok
p10534\p10534_s30,250,1.0,5000.000000000003,7,0.1,75,ok
p10534\p10534_s31,250,1.0,5000.0,2,0.1,75,ok
p10534\p10534_s32,250,1.0,5000.000000000001,5,0.1,75,ok
p10534\p10534_s33,250,0.9999999999999999,5000.000000000004,15,0.1,75,ok
p10534\p10534_s34,250,1.0000000000000002,4999.999999999999,9,0.1,75,ok
p10534\p10534_s35,250,1.0,5000.0,14,0.1,75,ok
p10534\p10534_s36,250,1.0,4999.999999999998,3,0.1,75,ok
p10534\p10534_s37,250,1.0,5000.000000000002,8,0.1,75,ok
p10534\p10534_s38,250,1.0,5000.000000000002,13,0.1,75,ok
p10534\p10534_s39,250,1.0,4999.999999999999,7,0.1,75,ok
p10534\p10534_s40,250,1.0,5000.000000000001,15,0.1,75,ok
p10534\p10534_s41,250,1.0,5000.000000000001,9,0.1,75,ok
p10534\p10534_s42,250,1.0,4999.999999999999,10,0.1,75,ok
p10534\p10534_s43,250,0.9999999999999999,5000.000000000003,4,0.1,75,ok
p10534\p10534_s46,250,1.0,5000.0,14,0.1,75,ok
p10534\p10534_s48,250,1.0,5000.0,3,0.1,75,ok
p10534\p10534_s49,250,0.9999999999999999,5000.0,38,0.1,75,ok
p10535\p10535_s00,250,1.0,5000.000000000001,17,0.1,75,ok
p10535\p10535_s01,250,1.0,4999.999999999998,18,0.1,75,ok
p10535\p10535_s02,250,1.0,5000.0,11,0.1,75,ok
p10535\p10535_s03,250,1.0,5000.000000000001,15,0.1,75,ok
p10535\p10535_s04,250,1.0,5000.000000000001,14,0.1,75,ok
p10535\p10535_s05,250,1.0,5000.0,14,0.1,75,ok
p10535\p10535_s06,250,1.0000000000000002,5000.0,9,0.1,75,ok
p10535\p10535_s07,250,1.0,4999.999999999999,16,0.1,75,ok
p10535\p10535_s08,250,0.9999999999999998,5000.000000000001,10,0.1,75,ok
p10535\p10535_s09,250,1.0,5000.000000000003,18,0.1,75,ok
p10535\p10535_s10,250,1.0,5000.000000000001,20,0.1,75,ok
p10535\p10535_s11,250,1.0,4999.999999999999,13,0.1,75,ok
p10535\p10535_s12,250,1.0,4999.999999999999,18,0.1,75,ok
p10535\p10535_s13,250,1.0,5000.000000000001,15,0.1,75,ok
p10535\p10535_s14,250,1.0,5000.000000000002,14,0.1,75,ok
p10535\p10535_s15,250,1.0,5000.000000000003,13,0.1,75,ok
p10535\p10535_s16,250,0.9999999999999998,5000.000000000002,9,0.1,75,ok
p10535\p10535_s17,250,1.0,5000.0,8,0.1,75,ok
p10535\p10535_s18,250,1.0,4999.999999999999,17,0.1,75,ok
p10535\p10535_s19,250,1.0,4999.999999999999,22,0.1,75,ok
p10535\p10535_s20,250,1.0,5000.000000000002,16,0.1,75,ok
p10535\p10535_s21,250,0.9999999999999999,5000.000000000001,13,0.1,75,ok
p10535\p10535_s22,250,0.9999999999999999,5000.000000000001,14,0.1,75,ok
p10535\p10535_s23,250,1.0,4999.999999999998,14,0.1,75,ok
p10535\p10535_s24,250,1.0,5000.000000000001,11,0.1,75,ok
p10535\p10535_s25,250,1.0,5000.000000000002,18,0.1,75,ok
p10535\p10535_s26,250,0.9999999999999998,4999.999999999999,15,0.1,75,ok
p10535\p10535_s27,250,0.9999999999999998,5000.000000000001,16,0.1,75,ok
p10535\p10535_s28,250,1.0,5000.000000000001,17,0.1,75,ok
p10535\p10535_s29,250,1.0,5000.0,14,0.1,75,ok
p10535\p10535_s30,250,0.9999999999999999,5000.0,15,0.1,75,ok
p10535\p10535_s31,250,1.0000000000000002,4999.999999999999,15,0.1,75,ok
p10535\p10535_s32,250,0.9999999999999999,5000.000000000002,18,0.1,75,ok
p10535\p10535_s33,250,1.0,5000.000000000001,9,0.1,75,ok
p10535\p10535_s34,250,1.0,5000.000000000002,15,0.1,75,ok
p10535\p10535_s35,250,1.0,5000.000000000003,17,0.1,75,ok
p10535\p10535_s36,250,1.0,5000.000000000001,14,0.1,75,ok
p10535\p10535_s37,250,0.9999999999999999,5000.000000000001,15,0.1,75,ok
p10535\p10535_s38,250,1.0,5000.0,5,0.1,75,ok
p10535\p10535_s39,250,1.0,5000.000000000001,25,0.1,75,ok
p10535\p10535_s40,250,1.0,5000.000000000002,20,0.1,75,ok
p10535\p10535_s41,250,1.0,5000.000000000001,19,0.1,75,ok
p10535\p10535_s42,250,1.0,5000.000000000001,14,0.1,75,ok
p10535\p10535_s43,250,1.0,4999.999999999998,16,0.1,75,ok
p10535\p10535_s44,250,1.0,5000.000000000001,9,0.1,75,ok
p10535\p10535_s45,250,1.0,5000.000000000001,12,0.1,75,ok
p10535\p10535_s46,250,1.0,5000.000000000002,13,0.1,75,ok
p10535\p10535_s47,250,1.0,4999.999999999999,13,0.1,75,ok
p10535\p10535_s48,250,1.0,5000.0,14,0.1,75,ok
p10535\p10535_s49,250,0.9999999999999999,5000.000000000001,14,0.1,75,ok
